Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-03-16,NEGATIVO,MANTIDO (Zerado),176.5,0,0.0,10572.35,10572.35,,"Rali interrompido: mais de 80% das ações do Ibovespa acumulam queda em março Das 85 ações da carteira do índice, 74 acumulam queda no mês — mas o saldo no ano ainda é positivo"
2026-03-17,POSITIVO,COMPRA,176.0,60,10560.0,12.35,10572.35,,Natura sobe 10% e é maior alta do Ibovespa após balanço do 4º trimestre Mercado vê evolução nos indicadores operacionais da companhia
2026-03-31,NEGATIVO,VENDA,184.63,0,0.0,11090.15,11090.15,517.8,"No pior mês para o Ibovespa em quase um ano, 10 ações se destacaram: veja a lista Impulsionadas pela alta do petróleo no cenário internacional, as petroleiras figuram nas primeiras posições de ganhos do índice | São as águas de março: guerra e petróleo freiam rali global Ibovespa recua até 4% no mês, petróleo sobe até 45% e tensão global muda expectativas de juros | Ibovespa sobe mais de 2% no dia, mas tem primeira queda mensal em sete meses No desempenho mensal, o Ibovespa registrou queda de 0,70%, após um período marcado por elevada volatilidade em função do conflito no Irã | Ação da Natura (NATU3) dispara e lidera altas do Ibovespa após Advent negociar participação minoritária Analistas do Itaú BBA destacam que a reformulação do conselho de administração da empresa e o compromisso firmado com o fundo de private equity devem agregar “disciplina financeira” à empresa de beleza."
2026-04-14,NEGATIVO,MANTIDO (Zerado),194.5,0,0.0,11090.15,11090.15,,"Dólar fecha abaixo de R$ 5 e bolsa sobe após fala de Trump Após quase perder os 196 mil pontos, o Ibovespa devolveu perdas e encerrou em novo recorde nominal, acima dos 198 mil pontos"
2026-04-15,NEGATIVO,MANTIDO (Zerado),194.48,0,0.0,11090.15,11090.15,,MBRF cai cerca de 10% após venda de ações pela Salic Fundo saudita vendeu cerca de 70 milhões de ações da companhia brasileira e pressionou os papéis no Ibovespa
2026-04-16,NEGATIVO,MANTIDO (Zerado),194.8,0,0.0,11090.15,11090.15,,"Segunda prévia do Ibovespa mantém saída das ações preferenciais de Axia, Cyrela e Localiza Ainda será apresentada mais uma prévia, sendo que a carteira definitiva irá vigorar a partir de 4 de maio | Dólar volta a operar acima de R$ 5; Ibovespa cai O comportamento dos ativos reflete a cautela dos investidores com as negociações entre EUA e Irã"
2026-04-17,NEGATIVO,MANTIDO (Zerado),192.1,0,0.0,11090.15,11090.15,,"Ibovespa perde fôlego com Petrobras em queda de 7%; dólar reduz perdas O Ibovespa se afastou das máximas e, por volta das 11h50, passou a cair, depois de subir quase 1% na abertura"
2026-04-20,POSITIVO,COMPRA,192.0,57,10944.0,146.15,11090.15,,"Petrobras impulsiona Ibovespa com disparada do petróleo; dólar segue abaixo de R$ 5 Entre os destaques do pregão, as ações de petroleiras lideram os ganhos acompanhando a alta dos preços do petróleo no mercado internacional"
2026-04-22,NEGATIVO,VENDA,189.29,0,0.0,10935.68,10935.68,-154.47,"Ibovespa fecha em baixa de 1,65%: saiba o que derrubou a bolsa hoje Enquanto o Ibovespa recuou, o dólar à vista fechou estável, após uma sessão de oscilações limitadas"
2026-04-23,NEGATIVO,MANTIDO (Zerado),188.1,0,0.0,10935.68,10935.68,,"O que mexe com o Ibovespa hoje: bancos e Vale pesam — dólar cai para R$ 4,95 O Ibovespa abriu em leve alta as negociações nesta quinta-feira, 23, mas virou para a estabilidade, operando com viés de queda"
2026-04-24,NEGATIVO,MANTIDO (Zerado),187.56,0,0.0,10935.68,10935.68,,"Terceira prévia do Ibovespa mantém saída de preferenciais de Axia, Cyrela e Localiza Nova carteira conta com 79 papéis de 76 empresas brasileiras e passará a vigorar em 4 de maio | B3 divulga 3ª prévia do Ibovespa, confirma saída de IRB e mais três ações O principal índice acionário da bolsa reúne atualmente 82 ativos, mas passa a vigorar em 4 de maio com 79 papéis de 76 empresas"
