Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-04-01,NEGATIVO,MANTIDO (Zerado),106.54,0,0.0,9973.12,9973.12,,"O viés ‘hawkish’ de economistas nas reuniões com o BC Visão consensual é que preços internacionais do petróleo dificilmente voltarão aos patamares anteriores à guerra, o que deve impor maior cautela ao Copom"
2026-04-02,POSITIVO,COMPRA,106.7,93,9923.1,50.02,9973.12,,"XP vê inflação mais alta e poucos cortes na Selic — mas segue otimista com o Ibovespa Guerra no Irã muda o cenário macro, mas Brasil se destaca como destino de capital estrangeiro e mantém potencial de alta na bolsa"
2026-04-03,NEGATIVO,VENDA,106.7,0,0.0,9973.12,9973.12,0.0,"Guerra eleva temor inflacionário e mercado ajusta perspectivas para Selic Chance de um corte de 0,25 ponto na Selic em março saltou de 12% da semana passada para 35% no pregão de terça-feira | Na condução da Selic, não há diferença entre Galípolo e Campos Neto Estudo da 4Intelligence mostra que, até o momento, mudança na condução do BC não afetou de forma significativa a política de juros"
2026-04-06,NEGATIVO,MANTIDO (Zerado),106.76,0,0.0,9973.12,9973.12,,"A queda da Selic já começou e pode mudar seu bolso mais do que você imagina Primeiro corte em quase dois anos sinaliza ciclo de baixa; entenda como isso afeta crédito, investimentos e o custo do dinheiro no tempo"
2026-04-08,NEGATIVO,MANTIDO (Zerado),106.85,0,0.0,9973.12,9973.12,,"Selic deve seguir restritiva após calibração, diz diretor do BC Nilton David enfatiza que o nível de juros de hoje “tem mais gordura” do que meses atrás"
2026-04-13,NEGATIVO,MANTIDO (Zerado),106.93,0,0.0,9973.12,9973.12,,"Não vemos espaço para o BC ir além de 14,5% na Selic, diz JGP Para o gestor Eduardo Cotrim, que tem privilegiado posições táticas, piora da inflação deve impedir novos cortes na taxa de juros"
2026-04-15,NEGATIVO,MANTIDO (Zerado),107.22,0,0.0,9973.12,9973.12,,"Grau de incerteza torna muito difícil qualquer avaliação sobre orçamento total dos cortes de juros, diz David, do BC Segundo o diretor, falta de clareza do cenário é o motivo pelo qual o Copom busca apenas fazer uma calibragem da Selic, deixando-a em território contracionista depois do ciclo de cortes | Com mercado ainda machucado, Tesouro recorre a LFTs Nas últimas semanas, emissões de títulos atrelados à taxa Selic voltaram a aumentar nos leilões semanais, o que acendeu sinal de alerta"
2026-04-16,NEGATIVO,MANTIDO (Zerado),107.17,0,0.0,9973.12,9973.12,,"Guimarães critica patamar da Selic e diz que BC perdeu oportunidade de cortar juros “A inflação só caiu, tudo dentro da meta, e o Banco Central insistindo na manutenção das taxas de juros. Esse é um problema grave”, disse o ministro da Secretaria de Relações Institucionais"
2026-04-17,NEGATIVO,MANTIDO (Zerado),107.25,0,0.0,9973.12,9973.12,,"Juros futuros têm forte queda com tombo do petróleo após reabertura de Ormuz A queda da commodity levou os investidores a precificarem uma inflação mais branda no Brasil e, por consequência, um espaço maior para que o BC prossiga com o ciclo de cortes da taxa Selic"
2026-04-23,POSITIVO,COMPRA,107.42,92,9882.64,90.48,9973.12,,"Ganho financeiro supera resultado operacional nas operadoras de saúde Companhias avançam em 2025 impulsionadas pela Selic alta, que compensa a pressão dos custos assistenciais"
2026-05-03,NEGATIVO,VENDA,107.78,0,0.0,10006.24,10006.24,33.12,"Guerra contra o Irã não altera pano de fundo de diversificação para fora dos EUA, avalia AZ Quest Para André Muller, estrategista e economista-chefe da AZ Quest, Copom tem condição de iniciar o ciclo de cortes com uma redução de 0,5 ponto na Selic | Próximos passos do Copom serão dados com cuidado; serenidade não significa inação, diz diretor do BC Segundo Nilton David, o Banco Central não reage a um dado apenas: ""É uma construção, um filme. Não vai ser uma fotografia”"
